Designator,Mid X,Mid Y,Rotation,Layer
H1,103.583,-82.516,180.0,bottom
H2,149.583,-82.516,0.0,top
VIK_K1,132.083,-82.516,90.0,top
VIK_K2,115.583,-82.516,90.0,top
VIK_K4,115.583,-82.516,270.0,bottom
